genomes,LOR002C,LOR003C,LOR005C,LOR006C,LOR007C,LOR008C,LOR009C,LOR011C,LOR012C,LOR013C,LOR014C,LOR015C,LOR016C,LOR017C,LOR018C,LOR019C,LOR020C,LOR021C,LOR022C,LOR023C,LOR024C,LOR025C,LOR026C,LOR027C,LOR028C,LOR029C,LOR030C,LOR033C,LOR034C,LOR036C,LOR037C,LOR042C,LOR046C,LOR051C,LOR054C,LOR055C,LOR058C,LOR060C,LOR061C,LOR062C,LOR063C,LOR065C,LOR070C,LOR072C,LOR074C,LOR076C,LOR078C,LOR081C,LOR082C,LOR083C,LOR084C,LOR085C,LOR086C,LOR090C,LOR091C,LOR098C,LOR099C,LOR101C,LOR102C,LOR103C,LOR202C,LOR203C,LOR204C,LOR206C,LOR207C,LOR208C,LOR210C,LOR211C,LOR212C,LOR214C,LOR215C,LOR216C,LOR217C,LOR218C,LOR219C,LOR220C,LOR221C,LOR222C,LOR223C,LOR224C,LOR225C,LOR226C,LOR227C,LOR228C,LOR229C,LOR230C,LOR231C,LOR233C,LOR234C,LOR235C,LOR237C,LOR238C,LOR239C,LOR240C,LOR241C,LOR242C,LOR243C,LOR246C,LOR248C,LOR249C,LOR254C,LOR258C,LOR259C,LOR260C,LOR262C,LOR264C,LOR269C,LOR270C,LOR272C,LOR274C,LOR275C,LOR279C,LOR281C,LOR282C,LOR283C,LOR284C,LOR287C,LOR288C,LOR289C,LOR294C,LOR295C,LOR300C,LOR301C,LOR303C
LOR084C1035,0,0,65.713861,0,0,0,73.0060555,30.0070508,0,0,20.725785,0,20.9769337,53.6240121,0,0,0,29.06736,9.143995,0,0,0,0,21.0381423,11.3069632,0,84.9926752,14.720895,35.137214,14.3526847,14.2350008,0,0,11.500037,11.3973156,24.9734368,0,0,0,37.3870221,25.9988242,45.1504105,31.1662928,0,0,19.3139154,0,0,38.80548,0,22.9635644,18.3615306,0,7.7221377,0,0,72.5179392,110.4696433,58.0385806,18.8125382,54.7449525,136.1961438,67.4445655,0,0,0,9.096515,29.739703,0,34.2870992,9.519057,30.778099,113.3618112,45.7447986,28.4190777,43.0292776,6.636735,0,62.7402708,46.0617696,15.8119204,40.844195,128.4723405,25.9672672,36.971325,38.3969313,38.4884623,35.3711355,0,62.0653488,29.3496034,39.431254,41.1388802,0,0,0,17.567139,0,0,98.7036624,55.5729436,106.5183746,64.79106,0,28.3796172,70.821535,94.2575087,26.8729034,12.8743874,0,7.5383217,59.1590332,0,20.1891357,0,0,0,75.621294,9.81666,21.2920715,12.5349861,48.9801795,47.5244592,46.2894768
LOR084C7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8897072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR084C7645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3921896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR085C2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.4478262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR090C1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.420483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR090C4524_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.8962862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR090C8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1941963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR090C8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.3988879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR098C1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.6869714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR098C6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4261.171277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR099C7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.8241856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR101C11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.6782178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR101C3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.038908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR101C4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0836115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR101C7171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70118,0,0,0,0,0,0,0,0,0,13.5297561,0,0,0,0,0,0,10.6989213,0,0,0,0,13.0088298,0,0,0,0,0,0,0,12.0986376,0,0,0,0,0,0,0,20.2334328,11.180177,0,0,0,6.2310318,30.3790986,0,39.734288,0,0,0,0,113.556952,1.8361638,14.60218,14.1729984,6.203547,0,0,0,0,0,31.2109056,0,0,21.9066015,0,0,0,0,22.0534098,0,12.0337336,0,0,0,0,0,0,33.6605194,76.04061,0,7.0258104,0,3.650636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.839404,0,0,0,0,16.4424192,0
LOR101C7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2080225,0,0,0,0,0,0,0,0,0,15.0517437,0,0,0,0,0,0,11.261064,0,0,0,0,15.1971817,0,0,0,0,0,0,0,13.08132,0,0,0,0,0,0,0,21.8580768,12.2720072,0,0,0,6.7181316,29.3337448,0,0,0,0,0,0,125.3391488,2.1126708,14.202142,14.6192112,6.4313352,0,0,0,0,0,34.4992032,0,0,23.2375395,0,0,0,0,25.3486977,0,11.627,0,0,0,0,0,0,29.3259188,68.611332,0,6.6427452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40924,0,0,0,0,14.3342112,0
LOR101C7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2037675,0,0,0,0,0,0,0,0,0,15.1993086,0,0,0,0,0,0,13.3865352,0,0,0,0,16.834713,0,0,0,0,0,0,0,13.8691224,0,0,0,0,0,0,0,22.9359816,13.2003017,0,0,0,6.2348862,34.6919458,0,44.078396,0,0,0,0,124.5804432,1.8341802,14.083375,15.1017768,6.1247178,0,0,0,0,0,35.6051808,0,0,24.0566235,0,0,11.4788583,0,21.8422582,19.4073628,12.2639784,0,0,0,0,0,0,30.3392154,62.501148,0,5.0325408,0,3.6325806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41384,0,0,0,0,17.7646584,0
LOR101C7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7555525,0,0,0,0,0,0,0,0,0,10.5787885,0,0,0,0,0,0,8.8214703,0,0,0,0,11.3894448,0,0,0,0,0,0,0,10.752504,0,0,0,0,0,0,0,15.0669288,9.3178896,0,0,0,4.8800646,21.0657332,0,0,0,0,0,0,88.5168688,0,10.968044,9.9130284,0,0,0,0,0,0,24.5903616,0,0,18.2082285,0,0,0,0,15.3643917,0,9.5964728,0,0,0,0,0,0,15.509537,39.26919,0,3.5224308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5406392,0
LOR102C10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2186567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR102C2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2070223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5798908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR202C11541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.605439,0,0,0,0,0,0,0,0,0,0,0,0,12.3274592,0,0,0,0,0,0,0,0,0,3.0914821,0,24.381945,0,0,0,0,0,0,0,0,0,0,23.699415,0,0,0,0,0,0,0,3.8670912,0,0,0,0,0,28.2880143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR202C1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.7396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR202C2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.2761575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR203C1035,0,0,69.3360308,0,0,0,94.5221585,32.2985868,0,0,22.6243425,0,26.9741534,64.4422174,0,0,0,28.7700399,9.73433,0,0,0,0,26.0173809,11.8088386,0,101.1584952,15.482495,40.5697747,16.5425138,17.4363136,0,0,11.8546624,11.4253396,23.2270371,0,0,0,45.1934613,27.0026132,54.3881612,32.2577764,0,0,21.5135271,0,0,41.11562,0,22.2165188,22.2975744,14.140455,7.5359187,0,0,83.423844,137.0042848,56.4355729,20.8627034,54.5035575,150.5224668,63.4208687,0,32.7747072,0,8.3949564,34.024424,0,29.9213408,8.8223004,33.041199,142.7878584,42.9490836,26.6145417,42.1262464,7.008435,0,63.3005784,43.5679104,15.3660815,42.580965,139.9543635,23.9227464,39.551187,41.9846427,45.0070594,33.5309519,0,59.7130104,34.3141604,44.168148,45.8002677,0,0,0,17.2340746,0,0,95.3250228,51.824653,126.4613614,58.806494,0,27.0853704,85.333175,96.3634514,29.357958,12.9008278,0,7.9958582,59.3763043,0,19.3813347,0,0,0,94.136112,9.16425,26.1858072,13.7545247,0,50.3120232,42.6584808
LOR203C407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.633985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR203C4194_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6950968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR203C7655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.1797568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2041C8977,0,71.519952,250.3765496,0,173.9017028,0,237.2377875,109.220622,216.041967,0,56.9357625,0,79.5553694,170.5116751,7.3571355,0,45.2714976,89.5295366,36.4548975,138.037172,0,0,3.0371725,68.2763802,33.2074704,0,301.7836322,43.8146695,117.6940555,46.9881864,28.1611928,41.1769408,55.5957704,51.640583,48.9725728,119.5438547,0,0,27.53563,133.5788273,93.2317845,178.3519572,133.3571334,178.7925218,33.5948988,83.6256798,13.9148376,16.3534416,122.3492368,18.8350996,45.904572,53.3103144,29.5097583,31.8515544,180.3357576,0,197.5039416,362.5699599,209.8808509,43.0568086,244.212675,319.4339694,304.8398603,9.8779139,80.5576432,0,37.6850922,67.2048958,0,130.8070528,43.3698066,141.249587,421.3060632,226.298853,151.6008969,146.3437448,20.1558,8.0586711,155.1392118,219.0045312,49.4012308,163.4830932,309.895551,129.9401283,87.876591,137.0996172,117.4043876,167.4858901,97.982934,251.8573696,82.7029346,90.584268,98.4845092,142.9581615,0,5.7041256,78.6763306,201.553422,63.7053441,406.2666888,269.7211265,279.471753,239.036304,58.4874624,115.033626,281.025909,311.9748181,118.4827644,41.5371726,69.2817516,20.9998296,234.8240886,0,80.6591496,88.104458,0,68.6596742,227.45646,35.64162,71.785294,31.3156718,183.882342,143.3960196,183.56328
LOR2043C4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5137412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2043C435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4301812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2043C7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0146289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2043C8928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.8740005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2045C7173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.42815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2045C7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.171105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2046C5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1292521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2046C8283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.691093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2974214,0,0,0,0,0,0,0,0,0,7.3876565,0,0,0
LOR2047C2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.1803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2047C5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.4306273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR2049C3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0749334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.9552066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR204C4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2839825,0,0,0,0,0,0,0,0,0,16.4904292,0,0,0,0,0,0,13.3227395,0,0,0,0,16.7756801,0,0,0,0,0,6.3422178,0,15.4635656,0,0,0,0,0,0,0,25.6418568,14.080076,0,0,0,8.7891708,39.739404,0,0,0,0,0,0,145.3975712,2.464965,19.456255,17.9779248,7.1302518,0,0,0,0,0,40.2452736,0,0,28.0412055,0,0,0,0,28.6123388,0,16.2962824,0,0,0,0,0,0,44.4946392,92.903994,0,8.6060016,0,4.310009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55231,0,0,0,0,19.6981176,0
LOR204C8759,0,112.2074028,367.7317229,0,278.996095,0,349.339844,164.4006556,329.1735393,0,89.11449,0,114.8616472,254.3171716,12.5171059,18.355755,82.504425,139.7004203,57.2205925,200.338957,0,0,4.3790685,114.0276501,51.8463166,12.8862195,460.3680884,65.147621,177.3365832,73.0492858,48.8567304,68.7174932,94.4546602,84.2445696,74.507906,187.9013418,0,0,40.5310265,192.8783703,139.6114303,239.4856708,202.4649924,269.4273199,53.9221578,122.7899088,22.0407618,27.4096704,179.0700352,33.696738,64.9107536,79.3197474,51.2105646,50.3620821,275.9403708,23.3629116,291.7216512,529.1059094,332.539046,62.5214354,385.0658175,478.50843,464.1795679,16.9065678,133.9440056,0,60.2665,99.2313126,0,201.4083104,68.5194264,202.148449,577.3555656,345.5222832,231.5629287,235.7451528,30.922395,13.3681842,240.8974533,333.8891808,75.1125789,243.7706292,470.771469,207.7647199,133.387812,215.9732484,193.7769011,246.6970523,138.0933862,405.8826848,125.0035072,132.696716,139.9823392,218.829933,17.1590518,8.9025684,117.2551072,299.94816,95.8420104,593.6616252,409.6119094,377.4252966,380.563698,86.2676001,167.4931392,387.970076,428.6986934,173.0783439,67.2974281,111.1373919,32.4372194,345.0092477,0,121.4202255,140.2047676,0,99.4971846,312.302844,51.74424,103.9825577,44.9957956,287.663817,214.4047536,271.2750588
